apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
alphacreek.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,29,0.2.0-draft,2026-08-04
alphai.io,1,30,Text-only,,fail,fail,pass,fail,fail,skip,skip,pass,fail,,,21,0.2.0-draft,2026-08-04
alphasophia.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
alphavantage.co,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,34,0.2.0-draft,2026-08-04
alpic.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
alpic.live,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
alpinedataworks.com,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,fail,mcp-json,modern,21,0.2.0-draft,2026-08-04
alterlab.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
altesim.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,28,0.2.0-draft,2026-08-04
altmetric.com,1,75,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,pass,,modern,39,0.2.0-draft,2026-08-04
altoviz.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
am-lich.com,1,70,Connectable,,pass,fail,fail,fail,pass,fail,skip,fail,fail,mcp-json|mcp-bare|mcp-server-card-json,legacy,31,0.2.0-draft,2026-08-04
am-server-jbneh74b5q-uc.a.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
amalgix.io,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,13,0.2.0-draft,2026-08-04
amazon.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,28,0.2.0-draft,2026-08-04
ambermem.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
ambiscribe.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
ambix.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
amendor.site,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
americandefault.org,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
amplitude.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
amr-dbe.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
amzscout.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,12,0.2.0-draft,2026-08-04
anakin.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
anakior.app,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
analook.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,25,0.2.0-draft,2026-08-04
analyticlabs.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
analyticslegends.ai,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,modern,18,0.2.0-draft,2026-08-04
anamneseai.app,1,15,Text-only,,skip,fail,fail,skip,skip,skip,skip,pass,pass,,,7,0.2.0-draft,2026-08-04
anaxer.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
anchor-x402.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,modern,20,0.2.0-draft,2026-08-04
anchord.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
anchoredip.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
anchorregistry.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
andre.vote,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,15,0.2.0-draft,2026-08-04
andrii.net,1,45,Discoverable,,pass,fail,fail,skip,fail,skip,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,,9,0.2.0-draft,2026-08-04
androidmanagement.googleapis.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
anglero.com,1,85,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,pass,ai-catalog|mcp-json|mcp-server-card-json,legacy,20,0.2.0-draft,2026-08-04
animaapp.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
animam.ai,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,modern,22,0.2.0-draft,2026-08-04
animica.org,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
anishdasmail.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
ankimcp.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,12,0.2.0-draft,2026-08-04
annotated-lot-operational-tourism.trycloudflare.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
anomalyarmor.ai,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,mcp-server-card-json,modern,31,0.2.0-draft,2026-08-04
anotepad.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,20,0.2.0-draft,2026-08-04
anotherai.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,21,0.2.0-draft,2026-08-04
anots.com,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,pass,ai-catalog|mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
anteoshealth.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
anteroom.so,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,21,0.2.0-draft,2026-08-04
anthropic.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
antrieb.sh,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
antwork.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,19,0.2.0-draft,2026-08-04
anybrowse.dev,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
anygas.xyz,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,mcp-json,,13,0.2.0-draft,2026-08-04
anyhook.net,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,18,0.2.0-draft,2026-08-04
anymailmcp.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
anythingmcp.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,27,0.2.0-draft,2026-08-04
anythink.cloud,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
anzenna.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,30,0.2.0-draft,2026-08-04
aoexl.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
apaleo.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
apdf.io,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
apertura-ai.de,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,19,0.2.0-draft,2026-08-04
apex.new,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,37,0.2.0-draft,2026-08-04
apg.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
api-kjijorqedq-uc.a.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
api-production-bc748.up.railway.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
api.aws,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
apibase.pro,1,85,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,pass,mcp-json,legacy,19,0.2.0-draft,2026-08-04
apideck.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,34,0.2.0-draft,2026-08-04
apideck.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
apier.no,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,25,0.2.0-draft,2026-08-04
apievangelist.com,1,85,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,pass,mcp-json|mcp-server-card-json,legacy,22,0.2.0-draft,2026-08-04
apiforchads.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,17,0.2.0-draft,2026-08-04
apify.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,18,0.2.0-draft,2026-08-04
apihub.io,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,fail,mcp-json,legacy,21,0.2.0-draft,2026-08-04
apiiro.com,1,50,Discoverable,,fail,pass,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
apiosk.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-bare,,15,0.2.0-draft,2026-08-04
apis.io,1,80,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,fail,mcp-server-card-json,legacy,23,0.2.0-draft,2026-08-04
apiscreenshot.com,1,0,Absent,,skip,fail,fail,skip,skip,skip,skip,skip,fail,,,3,0.2.0-draft,2026-08-04
apisecurityscan.net,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,51,0.2.0-draft,2026-08-04
apistatuscheck.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
apithreshold.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
apiverve.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
apogeoapi.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
apollo.io,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,35,0.2.0-draft,2026-08-04
apolloai.team,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
apollographql.com,1,80,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,fail,mcp-server-card-json,legacy,35,0.2.0-draft,2026-08-04
app-dex.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
app-store-builder-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
appcircle.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
appcontazz.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,15,0.2.0-draft,2026-08-04
appcontext.dev,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
appdeploy.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
appendix.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
appfigures.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,15,0.2.0-draft,2026-08-04
appgenie.com.au,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
appgoblin.info,1,70,Connectable,,pass,fail,fail,fail,pass,fail,skip,fail,fail,mcp-json|mcp-server-card-json,modern,17,0.2.0-draft,2026-08-04
apphandoff.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
applayer.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
apple-rag.com,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,modern,19,0.2.0-draft,2026-08-04
appleadsmcp.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
applivery.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
approval.studio,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,26,0.2.0-draft,2026-08-04
appscripthub.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
appsflyer.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
appskyline.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
appwrite.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
apuchat.com,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,fail,mcp-json,legacy,31,0.2.0-draft,2026-08-04
aquaview.org,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
arc-flash-platform.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
arca.build,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,20,0.2.0-draft,2026-08-04
arcade.dev,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,28,0.2.0-draft,2026-08-04
arcadedb.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
arcadia.finance,1,85,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,pass,mcp-server-card-json,legacy,24,0.2.0-draft,2026-08-04
arcagent.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
arcandledger.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,36,0.2.0-draft,2026-08-04
arcaneforecasting.com,1,90,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,fail,pass,,legacy,22,0.2.0-draft,2026-08-04
arcanum-plus.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
arcasos.com,1,75,Connectable,,pass,fail,fail,fail,pass,fail,skip,fail,pass,mcp-json,legacy,20,0.2.0-draft,2026-08-04
arcat.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,27,0.2.0-draft,2026-08-04
arch-tools-mcp.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
archerionlabs.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
archgraph.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
archimedes.market,1,40,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,pass,mcp-json,,14,0.2.0-draft,2026-08-04
architecture-dna-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
archtools.dev,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
arcjet.com,1,80,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,fail,mcp-server-card-json,modern,23,0.2.0-draft,2026-08-04
arclan.ai,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,fail,mcp-json|mcp-server-card-json,legacy,21,0.2.0-draft,2026-08-04
arcology-mcp.fly.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
arcself.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,26,0.2.0-draft,2026-08-04
arctura-reef-mcp.fly.dev,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,modern,19,0.2.0-draft,2026-08-04
argo.games,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
argosvix.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
argushq.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
aribadernatal.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
arif-fazil.com,1,85,Connectable,,pass,fail,pass,pass,pass,pass,fail,pass,pass,mcp-json,legacy,22,0.2.0-draft,2026-08-04
aristocles.com.au,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,27,0.2.0-draft,2026-08-04
arithym.xyz,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,skip,fail,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
arkforge.fr,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
arkforge.tech,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
arkolith.com,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-json,,15,0.2.0-draft,2026-08-04
arkoncybersecurity.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
arkova.ai,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
arlet.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,32,0.2.0-draft,2026-08-04
arpi.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,29,0.2.0-draft,2026-08-04
arrakis.house,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
ars.is,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
arsenal-quant.com,1,35,Discoverable,,error,pass,fail,error,skip,skip,skip,fail,fail,,,4,0.2.0-draft,2026-08-04
artblocks.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
artidrop.ai,1,80,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,fail,mcp-json,legacy,21,0.2.0-draft,2026-08-04
artifacta.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,21,0.2.0-draft,2026-08-04
artifactos.studio,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,modern,18,0.2.0-draft,2026-08-04
artificialwit.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,37,0.2.0-draft,2026-08-04
artifyde.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
arvi.ch,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,fail,mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,legacy,31,0.2.0-draft,2026-08-04
arzbin.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,25,0.2.0-draft,2026-08-04
asalsold.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
asalvocreative.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
asap.cool,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-server-card-json,,18,0.2.0-draft,2026-08-04
ascendgtm.net,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
ascendgtm.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
ascendkit.dev,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
asiaref.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
ask-ai-data-connector.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
ask-ai-mcp-710575177112.asia-south1.run.app,1,35,Discoverable,,pass,fail,fail,fail,fail,skip,skip,fail,fail,mcp-server-card-json,,32,0.2.0-draft,2026-08-04
ask-meridian.uk,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
askais.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,23,0.2.0-draft,2026-08-04
askcyborg.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
askew.network,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
askloop.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
askmarcel.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
askmatchbox.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
askqa.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
asksakina.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,25,0.2.0-draft,2026-08-04
asktian.com,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,21,0.2.0-draft,2026-08-04
asmhunter.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
asohawk.cc,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
aspirelearning.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,22,0.2.0-draft,2026-08-04
assay.wiki,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
assessing-scoop-authorities-sheet.trycloudflare.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
asset-manager-jaymarrero2.replit.app,1,0,Absent,,skip,fail,fail,skip,skip,skip,skip,skip,fail,,,16,0.2.0-draft,2026-08-04
assetlog.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
assetzaar.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
asterpay.io,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json|mcp-server-card-json,legacy,24,0.2.0-draft,2026-08-04
asterwise.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
astranl.com,1,85,Connectable,,pass,pass,fail,pass,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
astravue.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,19,0.2.0-draft,2026-08-04
astrocal.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,26,0.2.0-draft,2026-08-04
astryke.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
asvaai.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
asynthetic.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
atagon.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
atatravel.cloud,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-json,legacy,18,0.2.0-draft,2026-08-04
atdev.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
ateam-ai.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
atlarium.bio,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,21,0.2.0-draft,2026-08-04
atlas-sooty-delta.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
atlas.red,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
atlasemoji.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
atlaso.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,30,0.2.0-draft,2026-08-04
atlassian.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
atlasverified.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
