apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
ato-mcp.com.au,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,modern,24,0.2.0-draft,2026-08-04
atom-mcp-server-production.up.railway.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
atom.com,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,legacy,34,0.2.0-draft,2026-08-04
atomadic.tech,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,legacy,21,0.2.0-draft,2026-08-04
atomadictech.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
atomandbits.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
atomiccss.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
attestagent.org,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
attester.dev,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,23,0.2.0-draft,2026-08-04
attestify-os.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
attribloom.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
attrove.com,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,mcp-server-card-json,modern,20,0.2.0-draft,2026-08-04
auctiontrace.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
audiala.com,1,70,Connectable,,pass,fail,fail,fail,pass,pass,fail,fail,fail,mcp-json,legacy,22,0.2.0-draft,2026-08-04
audioalpha.io,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,28,0.2.0-draft,2026-08-04
audiodelivery.net,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
audioknihy.cz,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
audioscrape.com,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,28,0.2.0-draft,2026-08-04
augmentev.ai,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,4,0.2.0-draft,2026-08-04
augments.dev,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,22,0.2.0-draft,2026-08-04
augworlds.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
aura-ui.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
auracite.de,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
auralogs.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
aurelianflo.com,1,85,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
aurinia.online,1,45,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
auriniaxo.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
aurora-coach.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
ausdata.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
ausecon-mcp-server.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
auseconmcp.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
ausref.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
austere-unsteady-pdf.replit.app,1,70,Connectable,,fail,fail,pass,fail,pass,pass,fail,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
auteng.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
auth-sentinel-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
auth0.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
authorized.by,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,fail,mcp-json,legacy,29,0.2.0-draft,2026-08-04
authoryze.ai,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
authplane.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
authshore.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
auto-reader.com,1,85,Connectable,,fail,fail,pass,fail,pass,pass,pass,fail,fail,,legacy,21,0.2.0-draft,2026-08-04
autoady.io,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,28,0.2.0-draft,2026-08-04
autoblocks.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
automatedclientacquisition.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-bare,,30,0.2.0-draft,2026-08-04
automation-weaver-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
automox.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
autonomad.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
autonomyforge.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,50,0.2.0-draft,2026-08-04
autorfp.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
autoscrape-api-seven.vercel.app,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
auxen.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
avagenesis.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
avakit.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
avalara.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
avalix.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
avatarfactory.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,19,0.2.0-draft,2026-08-04
avax.network,1,20,Text-only,,fail,fail,pass,fail,fail,skip,skip,fail,fail,,,33,0.2.0-draft,2026-08-04
avaza.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
aveiro.app,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
avengersofsuperearth.com,1,85,Connectable,,fail,fail,pass,fail,pass,pass,pass,fail,fail,,legacy,23,0.2.0-draft,2026-08-04
avenity-agentic-audit.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
averra.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
averta.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
aviado.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
avisradar-production.up.railway.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,27,0.2.0-draft,2026-08-04
avizo.ro,1,85,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,pass,mcp-json,legacy,18,0.2.0-draft,2026-08-04
avnester.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
avo.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
avocadoai.co,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
avots.ai,1,75,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,pass,,modern,19,0.2.0-draft,2026-08-04
awardflightdaily.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,38,0.2.0-draft,2026-08-04
awardtravelfinder.com,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,mcp-server-card-json,modern,20,0.2.0-draft,2026-08-04
aws-builder-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
axcess-mcp-server.fly.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
axint.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
axiom.co,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
axiomatic-ai.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
axiomseal.com,1,70,Connectable,,pass,fail,fail,pass,pass,fail,skip,fail,fail,mcp-json,modern,22,0.2.0-draft,2026-08-04
axiomstack.dev,1,0,Absent,,skip,fail,fail,skip,skip,skip,skip,skip,fail,,,6,0.2.0-draft,2026-08-04
axiorank.com,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-json,,19,0.2.0-draft,2026-08-04
axis-api-6c7z.onrender.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,,27,0.2.0-draft,2026-08-04
axonagentic.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
aykiz.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
ayurak.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
azure.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
azurecarbon.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
b20check.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,19,0.2.0-draft,2026-08-04
b2bware.com,1,40,Discoverable,,fail,pass,fail,fail,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
b4-index.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,26,0.2.0-draft,2026-08-04
babyagecalculator.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
babyblueviper.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
backengine.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
backtest360.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
baeck.at,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,36,0.2.0-draft,2026-08-04
bakeryos.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
balladic.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
balldontlie.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
bamboosnow.co,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
bananabanana.pro,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-json,,18,0.2.0-draft,2026-08-04
bandsaas.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
bankbridge.money,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
bankee.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
bankruptcyobserver.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,30,0.2.0-draft,2026-08-04
bankstatemently.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
banksync.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
baozugong.app,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,pass,,,13,0.2.0-draft,2026-08-04
barcode-generator-production-3545.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
barcode-generator-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
bardo.id,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,26,0.2.0-draft,2026-08-04
bareun.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
bargo.ai,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-json|mcp-server-card-json,legacy,37,0.2.0-draft,2026-08-04
barisasa.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
barker.money,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,23,0.2.0-draft,2026-08-04
barvinca.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
barwa.pl,1,0,Absent,,skip,fail,fail,skip,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
basalt.run,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
base-defi-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,25,0.2.0-draft,2026-08-04
base64-codec-production-1047.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
base64-codec-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
baseframelabs.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
basehub.com,1,85,Connectable,,fail,fail,pass,fail,pass,pass,pass,fail,fail,,legacy,28,0.2.0-draft,2026-08-04
baselight.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
baselight.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
basenull.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
basethread.ai,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,23,0.2.0-draft,2026-08-04
basicops.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,26,0.2.0-draft,2026-08-04
basil-agent.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
basinwise.vercel.app,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,31,0.2.0-draft,2026-08-04
bassethound.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
baton-mcp-production.up.railway.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
batru.gg,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
battox.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
bauta.app,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
bc-curriculum-mcp.fly.dev,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,19,0.2.0-draft,2026-08-04
bcparcel.onrender.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,modern,30,0.2.0-draft,2026-08-04
bda.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,25,0.2.0-draft,2026-08-04
beacio.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
beacon-index.onrender.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,26,0.2.0-draft,2026-08-04
beatbandit.ai,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,skip,fail,fail,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
beauticslab.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
bedrocknews.com,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,pass,mcp-json,legacy,20,0.2.0-draft,2026-08-04
beethoven2024.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
befall.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
beforeusersdo.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,modern,21,0.2.0-draft,2026-08-04
begonia.pro,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,modern,37,0.2.0-draft,2026-08-04
behindthewatt.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
belavista.sampa.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,21,0.2.0-draft,2026-08-04
bellwether.markets,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,18,0.2.0-draft,2026-08-04
bellwethermetrics.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,25,0.2.0-draft,2026-08-04
belong.events,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
bendtherules.io,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
benevolabs.org,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
benmilne.com,1,100,Agent-ready,,pass,fail,fail,pass,pass,pass,pass,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,modern,30,0.2.0-draft,2026-08-04
benriscore.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
benroberts.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
besot.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,19,0.2.0-draft,2026-08-04
besttimetobookhotels.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
betafinds.com,1,45,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,fail,mcp-json,,16,0.2.0-draft,2026-08-04
betterlytics.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
betterpost.ai,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
beycome.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,32,0.2.0-draft,2026-08-04
beyond.wine,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,21,0.2.0-draft,2026-08-04
beyourcover.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
bezal.ai,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,15,0.2.0-draft,2026-08-04
bezbaseina.lv,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,pass,pass,pass,,legacy,20,0.2.0-draft,2026-08-04
bfl.ai,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,22,0.2.0-draft,2026-08-04
bgpt.pro,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
biaedge-mcp.onrender.com,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,25,0.2.0-draft,2026-08-04
biaedge.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
bible-mcp-server.fly.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
bibleglide.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,31,0.2.0-draft,2026-08-04
bid-jp.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,modern,12,0.2.0-draft,2026-08-04
bidda.com,1,95,Agent-ready,,pass,pass,fail,fail,pass,pass,pass,pass,fail,mcp-json,legacy,33,0.2.0-draft,2026-08-04
biddeed.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,18,0.2.0-draft,2026-08-04
bids44-mcp-751110103074.asia-south1.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,29,0.2.0-draft,2026-08-04
bids44.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
bidsparq.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,20,0.2.0-draft,2026-08-04
biel.ai,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,18,0.2.0-draft,2026-08-04
bies.io,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,fail,mcp-json,legacy,21,0.2.0-draft,2026-08-04
bighub.io,1,35,Discoverable,,fail,pass,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
bigredcloud.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
bigtableadmin.googleapis.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,legacy,21,0.2.0-draft,2026-08-04
biii-production.up.railway.app,1,70,Connectable,,fail,fail,pass,fail,pass,pass,fail,fail,fail,,modern,32,0.2.0-draft,2026-08-04
bijack.ir,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,27,0.2.0-draft,2026-08-04
bikefuchs.com,1,45,Discoverable,,pass,pass,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,18,0.2.0-draft,2026-08-04
biletyna.pl,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-json,legacy,25,0.2.0-draft,2026-08-04
billcommons.org,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,19,0.2.0-draft,2026-08-04
billingserv.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,32,0.2.0-draft,2026-08-04
bilt.me,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
bim.house,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,fail,mcp-json|mcp-bare,legacy,19,0.2.0-draft,2026-08-04
bio-data-parser-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
bio-safe-audit-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
biocosm-mcp.fly.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
biodnd.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
biome-commons-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
birdfury.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
bisibility.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,16,0.2.0-draft,2026-08-04
bitcoinintel.live,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
bitcompare.net,1,85,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,pass,mcp-json,modern,21,0.2.0-draft,2026-08-04
bitfence.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,25,0.2.0-draft,2026-08-04
bitpoort.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,modern,26,0.2.0-draft,2026-08-04
bitquery.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
bitrise.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,21,0.2.0-draft,2026-08-04
bitrix24.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,31,0.2.0-draft,2026-08-04
bitsbound.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
