apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,D7,C1,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
betterlytics.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
betterpost.ai,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
beycome.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,32,0.4.0,2026-08-07
beyond.wine,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,20,0.4.0,2026-08-07
beyourcover.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
bezal.ai,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,14,0.4.0,2026-08-07
bezbaseina.lv,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,pass,,legacy,19,0.4.0,2026-08-07
bfl.ai,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,21,0.4.0,2026-08-07
bgpt.pro,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
biaedge-mcp.onrender.com,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
biaedge.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
bible-mcp-server.fly.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
bibleglide.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,31,0.4.0,2026-08-07
bid-jp.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,4,0.4.0,2026-08-07
bidda.com,1,100,Agent-ready,,pass,pass,fail,fail,pass,pass,fail,fail,pass,pass,pass,mcp-json,legacy,32,0.4.0,2026-08-07
biddeed.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
bids44-mcp-751110103074.asia-south1.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
bids44.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bidsparq.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,18,0.4.0,2026-08-07
biel.ai,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,17,0.4.0,2026-08-07
bies.io,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,legacy,20,0.4.0,2026-08-07
bighub.io,1,35,Discoverable,,fail,pass,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
bigredcloud.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bigtableadmin.googleapis.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,fail,fail,,legacy,20,0.4.0,2026-08-07
biii-production.up.railway.app,1,70,Connectable,,fail,fail,pass,fail,pass,pass,fail,skip,fail,fail,fail,,modern,32,0.4.0,2026-08-07
bijack.ir,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,26,0.4.0,2026-08-07
bikefuchs.com,1,45,Discoverable,,pass,pass,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,17,0.4.0,2026-08-07
biletyna.pl,1,80,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,fail,mcp-json,legacy,24,0.4.0,2026-08-07
billcommons.org,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
billingserv.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,32,0.4.0,2026-08-07
bilt.me,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
bim.house,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
bio-data-parser-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
bio-safe-audit-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
biocosm-mcp.fly.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
biodnd.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
biome-commons-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
birdfury.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,20,0.4.0,2026-08-07
bisibility.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,17,0.4.0,2026-08-07
bitcoinintel.live,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
bitcompare.net,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,pass,mcp-json,modern,23,0.4.0,2026-08-07
bitfence.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,27,0.4.0,2026-08-07
bitpoort.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,modern,27,0.4.0,2026-08-07
bitquery.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
bitrise.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,22,0.4.0,2026-08-07
bitrix24.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,33,0.4.0,2026-08-07
bitsbound.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bittlebits.ai,1,70,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,fail,fail,,modern,21,0.4.0,2026-08-07
bitvoya.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,27,0.4.0,2026-08-07
biz-planner.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
bizclaw.xyz,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
bizfile-mcp-production.up.railway.app,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-server-card-json,,28,0.4.0,2026-08-07
bizgigz.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
bizinsured.ai,1,35,Discoverable,,fail,pass,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
bizmuse.ai,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
bizverify.co,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,16,0.4.0,2026-08-07
black-voice-76e6.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
blackduck.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
blacklake.systems,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
blacklight.observer,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
blackswancausallabs.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
blackveilsecurity.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,28,0.4.0,2026-08-07
blackwalltier.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,pass,,legacy,22,0.4.0,2026-08-07
blame.today,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,fail,,legacy,20,0.4.0,2026-08-07
blast-radius.ai,1,90,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,fail,pass,,legacy,20,0.4.0,2026-08-07
blazesportsintel.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
blendduck.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
blicht.com,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,14,0.4.0,2026-08-07
blinkpdf.io,1,80,Connectable,,pass,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,mcp-server-card-json,modern,23,0.4.0,2026-08-07
blip-board.app,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,fail,,legacy,20,0.4.0,2026-08-07
blixtworks.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,29,0.4.0,2026-08-07
blobpedia.org,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
blockchainanalysis.io,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,14,0.4.0,2026-08-07
blockrazor.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
blockscholes.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,25,0.4.0,2026-08-07
blockscout.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,42,0.4.0,2026-08-07
blocksize.info,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
blocktrust.tech,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
blockventurechaincapital.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
bloomberg.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,32,0.4.0,2026-08-07
bloopo.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
blueauth.co,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
bluecraneworks.ca,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,15,0.4.0,2026-08-07
bluegamma.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,32,0.4.0,2026-08-07
bluenexus.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
bluepillow.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,42,0.4.0,2026-08-07
bluerock.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,34,0.4.0,2026-08-07
bluewatch.app,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
bluffnet.gg,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
blumen-verschicken.online,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,19,0.4.0,2026-08-07
bluraysuchmaschine.de,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,28,0.4.0,2026-08-07
blyck.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
bmcxiv.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,31,0.4.0,2026-08-07
bmikit.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,mcp-bare|mcp-server-card-json,,19,0.4.0,2026-08-07
bmlt.app,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,21,0.4.0,2026-08-07
boardbriefai.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,22,0.4.0,2026-08-07
bodenrichtwert.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
bofip.dev,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,18,0.4.0,2026-08-07
bogeyland.golf,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json,legacy,41,0.4.0,2026-08-07
bol.ai,1,45,Discoverable,,pass,fail,fail,pass,fail,skip,fail,skip,skip,pass,fail,mcp-json,,15,0.4.0,2026-08-07
boletinclaro.es,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,28,0.4.0,2026-08-07
bolotstudio.com,1,85,Connectable,,pass,fail,fail,fail,pass,fail,fail,pass,skip,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,legacy,25,0.4.0,2026-08-07
bolthub.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bomretiro.sampa.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json,legacy,22,0.4.0,2026-08-07
bonissystems.com,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-json|mcp-bare,,15,0.4.0,2026-08-07
bonsave.app,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,27,0.4.0,2026-08-07
bonussok.no,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,modern,42,0.4.0,2026-08-07
booboooking.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,29,0.4.0,2026-08-07
bookingmaven.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
bookrails-api.azurewebsites.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
bookstore4agents.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
boolsai.ai,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json|mcp-bare,legacy,20,0.4.0,2026-08-07
boostedchat.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,16,0.4.0,2026-08-07
boostermage.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-server-card-json,,18,0.4.0,2026-08-07
boosthis.com,1,0,Absent,,skip,fail,fail,skip,skip,skip,fail,skip,skip,skip,fail,,,4,0.4.0,2026-08-07
boothcheck.com,1,95,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,fail,,legacy,20,0.4.0,2026-08-07
bopmarket.store,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,44,0.4.0,2026-08-07
borealhost.ai,1,85,Connectable,,pass,fail,fail,fail,pass,fail,fail,pass,skip,pass,pass,mcp-json,legacy,23,0.4.0,2026-08-07
borisinc.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
bosonprotocol.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,31,0.4.0,2026-08-07
bot-trade.org,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,pass,,modern,23,0.4.0,2026-08-07
botcorpus.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,20,0.4.0,2026-08-07
botguard-agent-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
botoi.com,1,85,Connectable,,pass,fail,pass,fail,pass,fail,fail,fail,skip,pass,pass,mcp-server-card-json,legacy,23,0.4.0,2026-08-07
botspot.trade,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
bounceprotect.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,27,0.4.0,2026-08-07
bouncewatch.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
boundaryai.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
boundr.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,34,0.4.0,2026-08-07
boundy.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
bountyapi.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bourdon.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
bowmark.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
boxtoplay.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,25,0.4.0,2026-08-07
bqixfybgflusxwnvzjwu.supabase.co,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
brafinder.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,30,0.4.0,2026-08-07
brain-tube.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
brainattic.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
braincloudservers.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,43,0.4.0,2026-08-07
brainfile.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
brainiall.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,28,0.4.0,2026-08-07
brainkb.org,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,23,0.4.0,2026-08-07
brainonbnb.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
brainstormrouter.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,20,0.4.0,2026-08-07
branchapp.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
brand-intel-mcp-production.up.railway.app,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,41,0.4.0,2026-08-07
brandfetch.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
brandyze.fr,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,19,0.4.0,2026-08-07
brasilnfe.com.br,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
bravos-ai.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,22,0.4.0,2026-08-07
brazilmcp.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,31,0.4.0,2026-08-07
breckenwander.com,1,75,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,pass,,legacy,23,0.4.0,2026-08-07
breeze.pm,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,30,0.4.0,2026-08-07
brick.directory,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
brickpulse.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
bridge-routes-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
bridgenode.cc,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,modern,19,0.4.0,2026-08-07
bridgetoagent.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,27,0.4.0,2026-08-07
bridgetown.builders,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,32,0.4.0,2026-08-07
brieform.app,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
briefverzenden.nl,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,fail,pass,pass,fail,mcp-server-card-json,modern,37,0.4.0,2026-08-07
brightkey.co,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
brightsec.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bringyour.ai,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,15,0.4.0,2026-08-07
bringyour.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
brivvy.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
broen.tech,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
brokerchooser.com,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,pass,,,17,0.4.0,2026-08-07
brokeria.com.br,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,19,0.4.0,2026-08-07
browser-use.com,1,95,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,fail,,legacy,22,0.4.0,2026-08-07
browserssh.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
bstorms.ai,1,45,Discoverable,,fail,pass,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,13,0.4.0,2026-08-07
bsv.cx,1,70,Connectable,,pass,fail,pass,fail,pass,fail,fail,fail,skip,fail,fail,mcp-bare,legacy,20,0.4.0,2026-08-07
btcnode.uk,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
btcwhalealerts.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
budgetary.tools,1,85,Connectable,,fail,fail,pass,fail,pass,pass,fail,skip,pass,fail,fail,,legacy,22,0.4.0,2026-08-07
bugbrain.tech,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
bugezy.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,13,0.4.0,2026-08-07
buggazi.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
bugiadata.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,18,0.4.0,2026-08-07
buildervet.au,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
buildforce.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,29,0.4.0,2026-08-07
buildpulse.io,1,50,Discoverable,,fail,fail,pass,pass,fail,skip,fail,skip,skip,pass,pass,,,22,0.4.0,2026-08-07
builtwithjon.com,1,85,Connectable,,pass,fail,fail,fail,pass,fail,fail,pass,skip,pass,pass,mcp-json,legacy,28,0.4.0,2026-08-07
bulkurlchecker.com,1,85,Connectable,,fail,fail,pass,pass,pass,pass,fail,skip,fail,pass,pass,,legacy,23,0.4.0,2026-08-07
bull-run.org,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
bullbear.ninja,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,27,0.4.0,2026-08-07
bullpenstrategygroup.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
bunzee.ai,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
burademirung.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
burn-mcp-server.vercel.app,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-server-card-json,,28,0.4.0,2026-08-07
burnlore.com,1,80,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,pass,fail,mcp-server-card-json,legacy,19,0.4.0,2026-08-07
buron.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,27,0.4.0,2026-08-07
bushdrum.com,1,70,Connectable,,pass,fail,fail,fail,pass,fail,fail,skip,skip,fail,fail,mcp-json,legacy,18,0.4.0,2026-08-07
businys.app,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,18,0.4.0,2026-08-07
bustup-monitor.com,1,85,Connectable,,pass,fail,fail,fail,pass,fail,pass,fail,skip,pass,pass,mcp-server-card-json,legacy,19,0.4.0,2026-08-07
